est_year,season,season_total_tows,stratum,strat_ntows,s_area_km2,tot_s_area,st_ratio,strata_effort_ratio
1970,Fall,244,1120,2,582.6986181402243,192584.87305436592,0.00302567179290208,0.00819672131147541
1970,Fall,244,1750,1,424.880703023172,192584.87305436592,0.0022061997719999,0.004098360655737705
1970,Fall,244,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.00819672131147541
1970,Spring,250,1710,3,893.2035013330817,192584.87305436592,0.00463797331102393,0.012
1970,Spring,250,1650,6,8530.968559063047,192584.87305436592,0.04429718920163989,0.024
1970,Spring,250,1030,6,1776.9970479578838,192584.87305436592,0.00922708528336098,0.024
1970,Spring,250,1720,2,359.97545219146457,192584.87305436592,0.00186917823026445,0.008
1970,Spring,250,1640,2,283.27763242603834,192584.87305436592,0.00147092358778391,0.008
1970,Spring,250,1680,2,233.75593826742303,192584.87305436592,0.00121378140743917,0.008
1970,Spring,250,1240,6,7701.4025516095,192584.87305436592,0.03998965458432151,0.024
1970,Spring,250,1250,4,1165.474643283182,192584.87305436592,0.00605174552289043,0.016
1970,Spring,250,1220,4,1411.0086266014423,192584.87305436592,0.00732668461558307,0.016
1970,Spring,250,1200,5,3618.138360428088,192584.87305436592,0.01878724067495531,0.02
1970,Spring,250,1130,9,7372.637785559344,192584.87305436592,0.0382825383355944,0.036
1970,Spring,250,1190,8,7494.383130961584,192584.87305436592,0.03891470296758952,0.032
1970,Spring,250,1280,7,6860.985346457175,192584.87305436592,0.03562577495128782,0.028
1970,Spring,250,1290,8,12064.449983675357,192584.87305436592,0.06264484739811113,0.032
1970,Spring,250,1360,8,12057.82569997672,192584.87305436592,0.06261045070021073,0.032
1970,Spring,250,1340,6,5287.921316968236,192584.87305436592,0.02745761509251808,0.024
1970,Spring,250,1300,3,1909.8640235337175,192584.87305436592,0.00991699915597509,0.012
1970,Spring,250,1380,5,7458.4488929324125,192584.87305436592,0.03872811386814853,0.02
1970,Spring,250,1370,5,6146.956814132192,192584.87305436592,0.03191817050136088,0.02
1970,Spring,250,1100,10,8378.917445478692,192584.87305436592,0.04350766138892621,0.04
1970,Spring,250,1090,5,4702.238864788697,192584.87305436592,0.02441644969416302,0.02
1970,Spring,250,1140,4,2032.043798384957,192584.87305436592,0.01055141956975675,0.016
1970,Spring,250,1110,4,1822.125897944325,192584.87305436592,0.00946141755084755,0.016
1970,Spring,250,1120,3,582.6986181402243,192584.87305436592,0.00302567179290208,0.012
1970,Spring,250,1080,3,726.0025816898356,192584.87305436592,0.00376977989068169,0.012
1970,Spring,250,1050,5,4483.908829263997,192584.87305436592,0.02328276753075101,0.02
1970,Spring,250,1060,9,8410.276953246941,192584.87305436592,0.04367049612911578,0.036
1970,Spring,250,1070,4,1533.6458913241406,192584.87305436592,0.00796348055275971,0.016
1970,Spring,250,1040,3,605.6240112028632,192584.87305436592,0.00314471225905628,0.012
1970,Spring,250,1020,9,6518.071891152992,192584.87305436592,0.03384519140977894,0.036
1970,Spring,250,1010,7,7723.889064379528,192584.87305436592,0.0401064161576133,0.028
1970,Spring,250,1730,6,6046.335136527294,192584.87305436592,0.03139569084857686,0.024
1970,Spring,250,1740,5,3499.995357137849,192584.87305436592,0.01817378126136529,0.02
1970,Spring,250,1760,2,248.86799090870173,192584.87305436592,0.00129225097984953,0.008
1970,Spring,250,1750,4,424.880703023172,192584.87305436592,0.0022061997719999,0.016
1970,Spring,250,1700,5,2999.3655567462374,192584.87305436592,0.01557425310293986,0.02
1970,Spring,250,1690,7,7163.6818501301495,192584.87305436592,0.03719753133522523,0.028
1970,Spring,250,1660,4,1641.1866977479858,192584.87305436592,0.00852188789139573,0.016
1970,Spring,250,1610,3,3997.150928552066,192584.87305436592,0.0207552694308638,0.012
1970,Spring,250,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.008
1970,Spring,250,1630,2,300.6155592255061,192584.87305436592,0.00156095104697368,0.008
1970,Spring,250,1670,1,350.7581653224312,192584.87305436592,0.00182131732238083,0.004
1970,Spring,250,1170,4,1053.1222074485618,192584.87305436592,0.00546835372241967,0.016
1970,Spring,250,1160,10,9006.472041448285,192584.87305436592,0.04676624855632246,0.04
1970,Spring,250,1230,5,3003.9650892095224,192584.87305436592,0.01559813624801941,0.02
1970,Spring,250,1210,4,1411.7989605917703,192584.87305436592,0.00733078843733082,0.016
1970,Spring,250,1260,5,2979.523678517098,192584.87305436592,0.01547122383633937,0.02
1970,Spring,250,1390,3,2231.476128551431,192584.87305436592,0.01158697509913717,0.012
1970,Spring,250,1150,3,768.2601842240604,192584.87305436592,0.00398920316034989,0.012
1970,Spring,250,1270,4,2181.073574696574,192584.87305436592,0.01132525904088461,0.016
1970,Spring,250,1180,3,614.6025490825617,192584.87305436592,0.0031913334590358,0.012
1970,Spring,250,1400,3,1728.8890290150089,192584.87305436592,0.00897728363393811,0.012
1971,Fall,256,1690,7,7163.6818501301495,192584.87305436592,0.03719753133522523,0.02734375
1971,Fall,256,1650,7,8530.968559063047,192584.87305436592,0.04429718920163989,0.02734375
1971,Fall,256,1050,8,4483.908829263997,192584.87305436592,0.02328276753075101,0.03125
1971,Fall,256,1010,8,7723.889064379528,192584.87305436592,0.0401064161576133,0.03125
1971,Fall,256,1730,5,6046.335136527294,192584.87305436592,0.03139569084857686,0.01953125
1971,Fall,256,1070,2,1533.6458913241406,192584.87305436592,0.00796348055275971,0.0078125
1971,Fall,256,1060,11,8410.276953246941,192584.87305436592,0.04367049612911578,0.04296875
1971,Fall,256,1670,2,350.7581653224312,192584.87305436592,0.00182131732238083,0.0078125
1971,Fall,256,1660,3,1641.1866977479858,192584.87305436592,0.00852188789139573,0.01171875
1971,Fall,256,1090,8,4702.238864788697,192584.87305436592,0.02441644969416302,0.03125
1971,Fall,256,1020,7,6518.071891152992,192584.87305436592,0.03384519140977894,0.02734375
1971,Fall,256,1740,4,3499.995357137849,192584.87305436592,0.01817378126136529,0.015625
1971,Fall,256,1100,11,8378.917445478692,192584.87305436592,0.04350766138892621,0.04296875
1971,Fall,256,1110,3,1822.125897944325,192584.87305436592,0.00946141755084755,0.01171875
1971,Fall,256,1120,3,582.6986181402243,192584.87305436592,0.00302567179290208,0.01171875
1971,Fall,256,1190,9,7494.383130961584,192584.87305436592,0.03891470296758952,0.03515625
1971,Fall,256,1230,5,3003.9650892095224,192584.87305436592,0.01559813624801941,0.01953125
1971,Fall,256,1240,7,7701.4025516095,192584.87305436592,0.03998965458432151,0.02734375
1971,Fall,256,1250,4,1165.474643283182,192584.87305436592,0.00605174552289043,0.015625
1971,Fall,256,1200,6,3618.138360428088,192584.87305436592,0.01878724067495531,0.0234375
1971,Fall,256,1160,11,9006.472041448285,192584.87305436592,0.04676624855632246,0.04296875
1971,Fall,256,1130,9,7372.637785559344,192584.87305436592,0.0382825383355944,0.03515625
1971,Fall,256,1140,4,2032.043798384957,192584.87305436592,0.01055141956975675,0.015625
1971,Fall,256,1260,5,2979.523678517098,192584.87305436592,0.01547122383633937,0.01953125
1971,Fall,256,1270,4,2181.073574696574,192584.87305436592,0.01132525904088461,0.015625
1971,Fall,256,1280,7,6860.985346457175,192584.87305436592,0.03562577495128782,0.02734375
1971,Fall,256,1370,6,6146.956814132192,192584.87305436592,0.03191817050136088,0.0234375
1971,Fall,256,1290,8,12064.449983675357,192584.87305436592,0.06264484739811113,0.03125
1971,Fall,256,1360,10,12057.82569997672,192584.87305436592,0.06261045070021073,0.0390625
1971,Fall,256,1300,3,1909.8640235337175,192584.87305436592,0.00991699915597509,0.01171875
1971,Fall,256,1340,6,5287.921316968236,192584.87305436592,0.02745761509251808,0.0234375
1971,Fall,256,1390,5,2231.476128551431,192584.87305436592,0.01158697509913717,0.01953125
1971,Fall,256,1380,5,7458.4488929324125,192584.87305436592,0.03872811386814853,0.01953125
1971,Fall,256,1400,2,1728.8890290150089,192584.87305436592,0.00897728363393811,0.0078125
1971,Fall,256,1610,3,3997.150928552066,192584.87305436592,0.0207552694308638,0.01171875
1971,Fall,256,1220,4,1411.0086266014423,192584.87305436592,0.00732668461558307,0.015625
1971,Fall,256,1210,4,1411.7989605917703,192584.87305436592,0.00733078843733082,0.015625
1971,Fall,256,1170,4,1053.1222074485618,192584.87305436592,0.00546835372241967,0.015625
1971,Fall,256,1180,3,614.6025490825617,192584.87305436592,0.0031913334590358,0.01171875
1971,Fall,256,1720,3,359.97545219146457,192584.87305436592,0.00186917823026445,0.01171875
1971,Fall,256,1700,4,2999.3655567462374,192584.87305436592,0.01557425310293986,0.015625
1971,Fall,256,1150,3,768.2601842240604,192584.87305436592,0.00398920316034989,0.01171875
1971,Fall,256,1030,3,1776.9970479578838,192584.87305436592,0.00922708528336098,0.01171875
1971,Fall,256,1760,2,248.86799090870173,192584.87305436592,0.00129225097984953,0.0078125
1971,Fall,256,1040,3,605.6240112028632,192584.87305436592,0.00314471225905628,0.01171875
1971,Fall,256,1080,3,726.0025816898356,192584.87305436592,0.00376977989068169,0.01171875
1971,Fall,256,1680,2,233.75593826742303,192584.87305436592,0.00121378140743917,0.0078125
1971,Fall,256,1710,2,893.2035013330817,192584.87305436592,0.00463797331102393,0.0078125
1971,Fall,256,1750,2,424.880703023172,192584.87305436592,0.0022061997719999,0.0078125
1971,Fall,256,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.0078125
1971,Fall,256,1630,2,300.6155592255061,192584.87305436592,0.00156095104697368,0.0078125
1971,Fall,256,1640,2,283.27763242603834,192584.87305436592,0.00147092358778391,0.0078125
1971,Spring,253,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.007905138339920948
1971,Spring,253,1640,2,283.27763242603834,192584.87305436592,0.00147092358778391,0.007905138339920948
1971,Spring,253,1680,2,233.75593826742303,192584.87305436592,0.00121378140743917,0.007905138339920948
1971,Spring,253,1720,2,359.97545219146457,192584.87305436592,0.00186917823026445,0.007905138339920948
1971,Spring,253,1760,2,248.86799090870173,192584.87305436592,0.00129225097984953,0.007905138339920948
1971,Spring,253,1030,3,1776.9970479578838,192584.87305436592,0.00922708528336098,0.011857707509881422
1971,Spring,253,1050,5,4483.908829263997,192584.87305436592,0.02328276753075101,0.019762845849802372
1971,Spring,253,1090,6,4702.238864788697,192584.87305436592,0.02441644969416302,0.023715415019762844
1971,Spring,253,1060,11,8410.276953246941,192584.87305436592,0.04367049612911578,0.043478260869565216
1971,Spring,253,1070,3,1533.6458913241406,192584.87305436592,0.00796348055275971,0.011857707509881422
1971,Spring,253,1080,3,726.0025816898356,192584.87305436592,0.00376977989068169,0.011857707509881422
1971,Spring,253,1100,9,8378.917445478692,192584.87305436592,0.04350766138892621,0.03557312252964427
1971,Spring,253,1110,3,1822.125897944325,192584.87305436592,0.00946141755084755,0.011857707509881422
1971,Spring,253,1130,9,7372.637785559344,192584.87305436592,0.0382825383355944,0.03557312252964427
1971,Spring,253,1140,4,2032.043798384957,192584.87305436592,0.01055141956975675,0.015810276679841896
1971,Spring,253,1160,12,9006.472041448285,192584.87305436592,0.04676624855632246,0.04743083003952569
1971,Spring,253,1170,4,1053.1222074485618,192584.87305436592,0.00546835372241967,0.015810276679841896
1971,Spring,253,1290,8,12064.449983675357,192584.87305436592,0.06264484739811113,0.03162055335968379
1971,Spring,253,1220,3,1411.0086266014423,192584.87305436592,0.00732668461558307,0.011857707509881422
1971,Spring,253,1240,7,7701.4025516095,192584.87305436592,0.03998965458432151,0.02766798418972332
1971,Spring,253,1230,5,3003.9650892095224,192584.87305436592,0.01559813624801941,0.019762845849802372
1971,Spring,253,1280,7,6860.985346457175,192584.87305436592,0.03562577495128782,0.02766798418972332
1971,Spring,253,1270,5,2181.073574696574,192584.87305436592,0.01132525904088461,0.019762845849802372
1971,Spring,253,1010,8,7723.889064379528,192584.87305436592,0.0401064161576133,0.03162055335968379
1971,Spring,253,1020,7,6518.071891152992,192584.87305436592,0.03384519140977894,0.02766798418972332
1971,Spring,253,1730,6,6046.335136527294,192584.87305436592,0.03139569084857686,0.023715415019762844
1971,Spring,253,1690,6,7163.6818501301495,192584.87305436592,0.03719753133522523,0.023715415019762844
1971,Spring,253,1650,8,8530.968559063047,192584.87305436592,0.04429718920163989,0.03162055335968379
1971,Spring,253,1660,3,1641.1866977479858,192584.87305436592,0.00852188789139573,0.011857707509881422
1971,Spring,253,1610,4,3997.150928552066,192584.87305436592,0.0207552694308638,0.015810276679841896
1971,Spring,253,1630,2,300.6155592255061,192584.87305436592,0.00156095104697368,0.007905138339920948
1971,Spring,253,1670,2,350.7581653224312,192584.87305436592,0.00182131732238083,0.007905138339920948
1971,Spring,253,1700,4,2999.3655567462374,192584.87305436592,0.01557425310293986,0.015810276679841896
1971,Spring,253,1740,5,3499.995357137849,192584.87305436592,0.01817378126136529,0.019762845849802372
1971,Spring,253,1750,1,424.880703023172,192584.87305436592,0.0022061997719999,0.003952569169960474
1971,Spring,253,1040,3,605.6240112028632,192584.87305436592,0.00314471225905628,0.011857707509881422
1971,Spring,253,1370,5,6146.956814132192,192584.87305436592,0.03191817050136088,0.019762845849802372
1971,Spring,253,1360,9,12057.82569997672,192584.87305436592,0.06261045070021073,0.03557312252964427
1971,Spring,253,1380,6,7458.4488929324125,192584.87305436592,0.03872811386814853,0.023715415019762844
1971,Spring,253,1340,7,5287.921316968236,192584.87305436592,0.02745761509251808,0.02766798418972332
1971,Spring,253,1300,3,1909.8640235337175,192584.87305436592,0.00991699915597509,0.011857707509881422
1971,Spring,253,1250,4,1165.474643283182,192584.87305436592,0.00605174552289043,0.015810276679841896
1971,Spring,253,1190,9,7494.383130961584,192584.87305436592,0.03891470296758952,0.03557312252964427
1971,Spring,253,1210,5,1411.7989605917703,192584.87305436592,0.00733078843733082,0.019762845849802372
1971,Spring,253,1200,6,3618.138360428088,192584.87305436592,0.01878724067495531,0.023715415019762844
1971,Spring,253,1390,5,2231.476128551431,192584.87305436592,0.01158697509913717,0.019762845849802372
1971,Spring,253,1710,2,893.2035013330817,192584.87305436592,0.00463797331102393,0.007905138339920948
1971,Spring,253,1260,5,2979.523678517098,192584.87305436592,0.01547122383633937,0.019762845849802372
1971,Spring,253,1180,1,614.6025490825617,192584.87305436592,0.0031913334590358,0.003952569169960474
1971,Spring,253,1400,4,1728.8890290150089,192584.87305436592,0.00897728363393811,0.015810276679841896
1971,Spring,253,1150,3,768.2601842240604,192584.87305436592,0.00398920316034989,0.011857707509881422
1971,Spring,253,1120,3,582.6986181402243,192584.87305436592,0.00302567179290208,0.011857707509881422
1972,Fall,247,1650,7,8530.968559063047,192584.87305436592,0.04429718920163989,0.02834008097165992
1972,Fall,247,1690,6,7163.6818501301495,192584.87305436592,0.03719753133522523,0.024291497975708502
1972,Fall,247,1730,5,6046.335136527294,192584.87305436592,0.03139569084857686,0.020242914979757085
1972,Fall,247,1010,6,7723.889064379528,192584.87305436592,0.0401064161576133,0.024291497975708502
1972,Fall,247,1050,7,4483.908829263997,192584.87305436592,0.02328276753075101,0.02834008097165992
1972,Fall,247,1060,11,8410.276953246941,192584.87305436592,0.04367049612911578,0.044534412955465584
1972,Fall,247,1030,3,1776.9970479578838,192584.87305436592,0.00922708528336098,0.012145748987854251
1972,Fall,247,1630,2,300.6155592255061,192584.87305436592,0.00156095104697368,0.008097165991902834
1972,Fall,247,1020,7,6518.071891152992,192584.87305436592,0.03384519140977894,0.02834008097165992
1972,Fall,247,1090,5,4702.238864788697,192584.87305436592,0.02441644969416302,0.020242914979757085
1972,Fall,247,1100,9,8378.917445478692,192584.87305436592,0.04350766138892621,0.03643724696356275
1972,Fall,247,1130,9,7372.637785559344,192584.87305436592,0.0382825383355944,0.03643724696356275
1972,Fall,247,1190,9,7494.383130961584,192584.87305436592,0.03891470296758952,0.03643724696356275
1972,Fall,247,1140,4,2032.043798384957,192584.87305436592,0.01055141956975675,0.016194331983805668
1972,Fall,247,1160,12,9006.472041448285,192584.87305436592,0.04676624855632246,0.048582995951417005
1972,Fall,247,1200,6,3618.138360428088,192584.87305436592,0.01878724067495531,0.024291497975708502
1972,Fall,247,1220,4,1411.0086266014423,192584.87305436592,0.00732668461558307,0.016194331983805668
1972,Fall,247,1290,9,12064.449983675357,192584.87305436592,0.06264484739811113,0.03643724696356275
1972,Fall,247,1240,6,7701.4025516095,192584.87305436592,0.03998965458432151,0.024291497975708502
1972,Fall,247,1230,5,3003.9650892095224,192584.87305436592,0.01559813624801941,0.020242914979757085
1972,Fall,247,1250,4,1165.474643283182,192584.87305436592,0.00605174552289043,0.016194331983805668
1972,Fall,247,1260,5,2979.523678517098,192584.87305436592,0.01547122383633937,0.020242914979757085
1972,Fall,247,1270,4,2181.073574696574,192584.87305436592,0.01132525904088461,0.016194331983805668
1972,Fall,247,1280,7,6860.985346457175,192584.87305436592,0.03562577495128782,0.02834008097165992
1972,Fall,247,1370,5,6146.956814132192,192584.87305436592,0.03191817050136088,0.020242914979757085
1972,Fall,247,1360,9,12057.82569997672,192584.87305436592,0.06261045070021073,0.03643724696356275
1972,Fall,247,1300,3,1909.8640235337175,192584.87305436592,0.00991699915597509,0.012145748987854251
1972,Fall,247,1340,6,5287.921316968236,192584.87305436592,0.02745761509251808,0.024291497975708502
1972,Fall,247,1390,5,2231.476128551431,192584.87305436592,0.01158697509913717,0.020242914979757085
1972,Fall,247,1380,5,7458.4488929324125,192584.87305436592,0.03872811386814853,0.020242914979757085
1972,Fall,247,1400,3,1728.8890290150089,192584.87305436592,0.00897728363393811,0.012145748987854251
1972,Fall,247,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.008097165991902834
1972,Fall,247,1610,3,3997.150928552066,192584.87305436592,0.0207552694308638,0.012145748987854251
1972,Fall,247,1180,3,614.6025490825617,192584.87305436592,0.0031913334590358,0.012145748987854251
1972,Fall,247,1170,4,1053.1222074485618,192584.87305436592,0.00546835372241967,0.016194331983805668
1972,Fall,247,1210,4,1411.7989605917703,192584.87305436592,0.00733078843733082,0.016194331983805668
1972,Fall,247,1710,2,893.2035013330817,192584.87305436592,0.00463797331102393,0.008097165991902834
1972,Fall,247,1670,2,350.7581653224312,192584.87305436592,0.00182131732238083,0.008097165991902834
1972,Fall,247,1660,3,1641.1866977479858,192584.87305436592,0.00852188789139573,0.012145748987854251
1972,Fall,247,1640,2,283.27763242603834,192584.87305436592,0.00147092358778391,0.008097165991902834
1972,Fall,247,1040,3,605.6240112028632,192584.87305436592,0.00314471225905628,0.012145748987854251
1972,Fall,247,1740,4,3499.995357137849,192584.87305436592,0.01817378126136529,0.016194331983805668
1972,Fall,247,1700,4,2999.3655567462374,192584.87305436592,0.01557425310293986,0.016194331983805668
1972,Fall,247,1120,3,582.6986181402243,192584.87305436592,0.00302567179290208,0.012145748987854251
1972,Fall,247,1150,3,768.2601842240604,192584.87305436592,0.00398920316034989,0.012145748987854251
1972,Fall,247,1110,3,1822.125897944325,192584.87305436592,0.00946141755084755,0.012145748987854251
1972,Fall,247,1070,3,1533.6458913241406,192584.87305436592,0.00796348055275971,0.012145748987854251
1972,Fall,247,1080,3,726.0025816898356,192584.87305436592,0.00376977989068169,0.012145748987854251
1972,Fall,247,1760,2,248.86799090870173,192584.87305436592,0.00129225097984953,0.008097165991902834
1972,Fall,247,1720,2,359.97545219146457,192584.87305436592,0.00186917823026445,0.008097165991902834
1972,Fall,247,1680,2,233.75593826742303,192584.87305436592,0.00121378140743917,0.008097165991902834
1972,Fall,247,1750,2,424.880703023172,192584.87305436592,0.0022061997719999,0.008097165991902834
1972,Spring,255,1610,4,3997.150928552066,192584.87305436592,0.0207552694308638,0.01568627450980392
1972,Spring,255,1620,2,785.7325119045797,192584.87305436592,0.00407992849824072,0.00784313725490196
1972,Spring,255,1630,2,300.6155592255061,192584.87305436592,0.00156095104697368,0.00784313725490196
1972,Spring,255,1640,2,283.27763242603834,192584.87305436592,0.00147092358778391,0.00784313725490196
1972,Spring,255,1680,2,233.75593826742303,192584.87305436592,0.00121378140743917,0.00784313725490196
1972,Spring,255,1760,2,248.86799090870173,192584.87305436592,0.00129225097984953,0.00784313725490196
1972,Spring,255,1070,4,1533.6458913241406,192584.87305436592,0.00796348055275971,0.01568627450980392
1972,Spring,255,1100,8,8378.917445478692,192584.87305436592,0.04350766138892621,0.03137254901960784
1972,Spring,255,1060,9,8410.276953246941,192584.87305436592,0.04367049612911578,0.03529411764705882
1972,Spring,255,1050,5,4483.908829263997,192584.87305436592,0.02328276753075101,0.0196078431372549
1972,Spring,255,1020,8,6518.071891152992,192584.87305436592,0.03384519140977894,0.03137254901960784
1972,Spring,255,1010,7,7723.889064379528,192584.87305436592,0.0401064161576133,0.027450980392156862
1972,Spring,255,1730,6,6046.335136527294,192584.87305436592,0.03139569084857686,0.023529411764705882
1972,Spring,255,1740,4,3499.995357137849,192584.87305436592,0.01817378126136529,0.01568627450980392
1972,Spring,255,1690,7,7163.6818501301495,192584.87305436592,0.03719753133522523,0.027450980392156862
1972,Spring,255,1700,4,2999.3655567462374,192584.87305436592,0.01557425310293986,0.01568627450980392
1972,Spring,255,1650,8,8530.968559063047,192584.87305436592,0.04429718920163989,0.03137254901960784
1972,Spring,255,1040,4,605.6240112028632,192584.87305436592,0.00314471225905628,0.01568627450980392
1972,Spring,255,1030,5,1776.9970479578838,192584.87305436592,0.00922708528336098,0.0196078431372549
1972,Spring,255,1750,2,424.880703023172,192584.87305436592,0.0022061997719999,0.00784313725490196
1972,Spring,255,1720,2,359.97545219146457,192584.87305436592,0.00186917823026445,0.00784313725490196
1972,Spring,255,1710,2,893.2035013330817,192584.87305436592,0.00463797331102393,0.00784313725490196
1972,Spring,255,1660,3,1641.1866977479858,192584.87305436592,0.00852188789139573,0.011764705882352941
1972,Spring,255,1110,4,1822.125897944325,192584.87305436592,0.00946141755084755,0.01568627450980392
1972,Spring,255,1120,4,582.6986181402243,192584.87305436592,0.00302567179290208,0.01568627450980392
1972,Spring,255,1090,5,4702.238864788697,192584.87305436592,0.02441644969416302,0.0196078431372549
1972,Spring,255,1150,3,768.2601842240604,192584.87305436592,0.00398920316034989,0.011764705882352941
1972,Spring,255,1190,9,7494.383130961584,192584.87305436592,0.03891470296758952,0.03529411764705882
1972,Spring,255,1130,8,7372.637785559344,192584.87305436592,0.0382825383355944,0.03137254901960784
1972,Spring,255,1140,4,2032.043798384957,192584.87305436592,0.01055141956975675,0.01568627450980392
1972,Spring,255,1160,13,9006.472041448285,192584.87305436592,0.04676624855632246,0.050980392156862744
1972,Spring,255,1170,4,1053.1222074485618,192584.87305436592,0.00546835372241967,0.01568627450980392
1972,Spring,255,1180,3,614.6025490825617,192584.87305436592,0.0031913334590358,0.011764705882352941
1972,Spring,255,1290,9,12064.449983675357,192584.87305436592,0.06264484739811113,0.03529411764705882
1972,Spring,255,1220,5,1411.0086266014423,192584.87305436592,0.00732668461558307,0.0196078431372549
1972,Spring,255,1240,7,7701.4025516095,192584.87305436592,0.03998965458432151,0.027450980392156862
1972,Spring,255,1200,6,3618.138360428088,192584.87305436592,0.01878724067495531,0.023529411764705882
